,bottom_active_chlorophyll_a_g_l,bottom_ammonium_mg_l,bottom_bacteria_per_c_c_1909,bottom_coliform_log_no_ml,bottom_conductivity_s_m,bottom_depth_ysi_ft,bottom_dissolved_organic_carbon_ysi_mg_l,bottom_enterococci_bacteria_cells_100ml,bottom_fecal_coliform_bacteria_cells_100ml,bottom_five_day_biochemical_oxygen_demand_mg_l,bottom_fluorometer_mg_m3,bottom_nitrate_nitrite_mg_l,bottom_ortho_phosphorus_mg_l,bottom_pcb_plate_count_thous_ml,bottom_ph,bottom_salinity_psu,bottom_sample_depth_ft,bottom_sample_par_ue_s_ue_s_m2,bottom_sample_salinity_ysi_psu,bottom_sample_temperature_c,bottom_sample_temperature_ysi_c,bottom_sigma_t_kg_m3,bottom_silica_mg_l,bottom_total_kjeldhal_nitrogen_mg_l,bottom_total_phosphorus_mg_l,bottom_total_suspended_solid_mg_l,bottom_turbidity_ysi_nephelometric_turbidity_units,chlorophyll_bottom_sample_field_u_l_ysi,chlorophyll_top_sample_field_u_l_ysi,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,ctd_conductivity_temperature_depth_profiler_ph_bottom_sample,ctd_conductivity_temperature_depth_profiler_ph_top_sample,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,current_direction_current_direction,current_speed_knot,duplicate_sample,enterococcus_bottom_sample_less_than_or_greater_than_result,enterococcus_top_sample_less_than_or_greater_than_result,fecal_coliform_bottom_sample_less_than_or_greater_than_result,fecal_coliform_top_sample_less_than_or_greater_than_result,lat,light_trans_transparency_bottom_sample,light_trans_transparency_top_sample,long,oakwood_bod_bottom_sample_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,oxidation_reduction_potential_mv_top_sample,percentage_o2_saturation_bottom_sample,percentage_o2_saturation_top_sample,sample_date,sample_time,sampling_comment,sampling_location,sea_state,secchi_depth_ft,site_actual_depth_ft,top_active_chlorophyll_a_g_l,top_ammonium_mg_l,top_bacteria_per_c_c_1909,top_bottom_coliform_cells_100_ml,top_coliform_log_no_ml,top_conductivity_s_m,top_dissolved_organic_carbon_mg_l,top_dissolved_organic_carbon_ysi_mg_l,top_enterococci_bacteria_cells_100ml,top_fecal_coliform_bacteria_cells_100ml,top_five_day_biochemical_oxygen_demand_mg_l,top_fluorometer_mg_m3,top_nitrate_nitrite_mg_l,top_ortho_phosphorus_mg_l,top_pcb_plate_count_thous_ml,top_ph,top_salinity_psu,top_sample_depth_ft,top_sample_depth_ysi_ft,top_sample_par_ue_s_m2,top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s,top_sample_salinity_ysi_psu,top_sample_temperature_c,top_sample_temperature_ysi_c,top_sigma_t_kg_m3,top_silica_mg_l,top_total_coliform_cells_100_ml,top_total_kjeldhal_nitrogen_mg_l,top_total_organic_carbon_mg_l,top_total_suspended_solid_mg_l,top_turbidity_nephelometric_turbidity_units,total_phosphorus_mg_l,type,weather_condition_dry_or_wet,wind_direction_wind_direction,wind_speed_mph,winkler_method_bottom_dissolved_oxygen_mg_l,winkler_method_top_dissolved_oxygen_mg_l,SITE,DESCRIPTION,LATITUDE,LONGITUDE
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.858609,0.0,0.0,-73.91861,1.0,1.2,0.0,0.0,0.0,0.0,1979-10-17T00:00:00.000,10:24 AM,0,H2,0,0.0,0.0,0.0,0.0,0.0,35000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,92000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,6.5,6.4,,,,
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.858609,0.0,0.0,-73.91861,0.0,0.0,0.0,0.0,0.0,0.0,1933-08-10T00:00:00.000,11:55 AM,0,H2,0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,16.45,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,2.88,2.91,,,,
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.858609,0.0,0.0,-73.91861,0.0,0.0,0.0,0.0,0.0,0.0,1961-07-31T00:00:00.000,10:35 AM,0,H2,0,0.0,16.0,0.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0.0,0.0,12.95,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,4.6,3.8,,,,
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.858609,0.0,0.0,-73.91861,0.0,0.0,0.0,0.0,0.0,0.0,1926-07-15T00:00:00.000,1:00 PM,0,H2,0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,3.4,3.4,,,,
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,D,0,0,0,0,40.678034,0.0,0.0,-73.989073,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10T00:00:00.000,0,0,GC4,0,0.0,0.0,1.6,0.644,0.0,0,0.0,0.0,4.07,0.0,930,3000,0.0,0.0,0.448,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0,0.99,0.0,9.0,0.0,0.154,Permanent,Wet,0,0,0.0,0.0,GC4,Carroll Street Bridge,-73.989073,40.678034
158,0.0,0.0,0.0,0.0,0.0,0.0,12.02,4.0,4.0,0.0,0.0,0.0,0.0,0.0,7.8,0,0.0,0.0,25.95,0,7.3,0.0,1.384,0.0,0.0,22.0,13.53,2.94,3.09,0.0,0.0,0.0,0.0,0,0,0,E,E,0,0,40.678034,0.0,0.0,-73.989073,0.0,0.0,0.0,0.0,0.0,0.0,2016-03-24T00:00:00.000,10:00 AM,0,GC4,0,0.0,11.0,3.66,0.275,0.0,0,0.0,0.0,2.23,12.07,8,4,0.0,0.0,0.234,0.034,0.0,7.8,0.0,0.0,0.0,0.0,0.0,25.94,0.0,7.31,0.0,1.365,0,0.754,0.0,24.0,14.45,0.13,Permanent,Dry,0,0,0.0,0.0,GC4,Carroll Street Bridge,-73.989073,40.678034
159,0.0,0.0,0.0,0.0,0.0,0.0,4.96,36.0,52.0,0.0,0.0,0.0,0.0,0.0,7.37,0,0.0,0.0,23.12,0,24.22,0.0,1.31,0.0,0.0,13.8,8.5,1.8,1.0,0.0,0.0,0.0,0.0,0,0,0,E,E,E,0,40.678034,0.0,0.0,-73.989073,0.0,0.0,0.0,0.0,0.0,0.0,2009-08-20T00:00:00.000,9:46 AM,0,GC4,0,0.0,14.5,1.1,0.385,0.0,0,0.0,0.0,4.7,2.75,28,132,0.0,0.0,0.343,0.132,0.0,7.33,0.0,0.0,0.0,0.0,0.0,22.73,0.0,24.36,0.0,1.39,0,1.97,0.0,5.4,4.6,0.176,Permanent,Dry,0,0,0.0,0.0,GC4,Carroll Street Bridge,-73.989073,40.678034
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,D,0,0,0,0,40.678034,0.0,0.0,-73.989073,0.0,0.0,0.0,0.0,0.0,0.0,2014-11-18T00:00:00.000,9:40 AM,0,GC4,0,0.0,7.5,1.29,1.058,0.0,0,0.0,0.0,6.58,0.0,7500,"26,000",0.0,0.0,0.37,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.368,0,2.302,0.0,20.0,0.0,0.513,Permanent,Wet,0,0,0.0,0.0,GC4,Carroll Street Bridge,-73.989073,40.678034
161,0.0,0.0,0.0,0.0,0.0,0.0,3.59,232.0,286.0,0.0,0.0,0.0,0.0,0.0,7.32,0,0.0,0.0,20.86,0,25.28,0.0,1.63,0.0,0.0,10.4,4.8,1.8,1.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,E,40.678034,0.0,0.0,-73.989073,0.0,0.0,0.0,0.0,0.0,0.0,2009-08-25T00:00:00.000,10:22 AM,0,GC4,0,0.0,0.0,1.0,0.4,0.0,0,0.0,0.0,4.2,3.71,132,500,0.0,0.0,0.464,0.15,0.0,7.28,0.0,0.0,0.0,0.0,0.0,20.67,0.0,25.22,0.0,1.68,0,1.02,0.0,10.8,3.7,0.178,Permanent,Dry,0,0,0.0,0.0,GC4,Carroll Street Bridge,-73.989073,40.678034
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,D,0,E,0,>,40.678034,0.0,0.0,-73.989073,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-09T00:00:00.000,0,0,GC4,0,0.0,0.0,2.0,1.05,0.0,0,0.0,0.0,7.91,0.0,100000,"200,000",0.0,0.0,0.282,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0,4.53,0.0,24.0,0.0,1.001,Permanent,Wet,0,0,0.0,0.0,GC4,Carroll Street Bridge,-73.989073,40.678034
163,0.0,0.0,0.0,0.0,0.0,0.0,17.58,144.0,7800.0,0.0,0.0,0.0,0.0,0.0,6.89,0,0.0,0.0,24.16,0,20.17,0.0,3.32,0.0,0.0,8.4,5.6,3.2,3.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40.678034,0.0,0.0,-73.989073,0.0,0.0,0.0,0.0,0.0,0.0,2010-09-16T00:00:00.000,9:42 AM,0,GC4,0,0.0,8.9,1.6,0.719,0.0,0,0.0,0.0,2.9,18.73,80,"5,800",0.0,0.0,0.476,0.11,0.0,6.85,0.0,0.0,0.0,0.0,0.0,24.15,0.0,20.19,0.0,3.32,0,1.88,0.0,12.0,4.9,0.242,Permanent,Dry,0,0,0.0,0.0,GC4,Carroll Street Bridge,-73.989073,40.678034
164,0.0,0.0,0.0,0.0,0.0,0.0,5.77,450.0,620.0,0.0,0.0,0.0,0.0,0.0,7.49,0,0.0,0.0,19.69,0,5.64,0.0,3.63,0.0,0.0,6.0,9.1,2.4,2.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40.678034,0.0,0.0,-73.989073,0.0,0.0,0.0,0.0,0.0,0.0,2012-01-18T00:00:00.000,9:56 AM,0,GC4,0,0.0,6.43,2.9,0.632,0.0,0,0.0,0.0,5.3,4.77,2200,3000,0.0,0.0,0.246,0.18,0.0,7.43,0.0,0.0,0.0,0.0,0.0,19.1,0.0,5.61,0.0,5.21,0,1.28,0.0,8.0,10.8,0.31,Permanent,Wet,0,0,0.0,0.0,GC4,Carroll Street Bridge,-73.989073,40.678034
165,0.97,0.398,0.0,0.0,0.0,0.0,2.66,136.0,196.0,0.0,0.0,0.306,0.104,0.0,0.0,0,0.0,0.0,21.55,0,19.06,0.0,1.31,0.9,0.204,14.5,22.3,0.6,0.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40.678034,0.0,0.0,-73.989073,0.0,0.0,0.0,0.0,0.0,0.0,2005-06-23T00:00:00.000,10:43 AM,0,GC4,0,6.0,12.0,1.02,0.424,0.0,0,0.0,0.0,0.0,4.97,42,216,0.0,0.0,0.352,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.22,0.0,13.23,0.0,1.4,0,0.804,0.0,13.0,14.1,0.174,Permanent,Dry,0,0,0.0,0.0,GC4,Carroll Street Bridge,-73.989073,40.678034
166,0.0,0.0,0.0,0.0,0.0,0.0,2.78,24.0,324.0,0.0,0.0,0.0,0.0,0.0,7.16,0,0.0,0.0,21.93,0,22.82,0.0,2.34,0.0,0.0,4.0,4.25,10.71,18.79,0.0,0.0,0.0,0.0,0,0,0,E,0,0,0,40.678034,0.0,0.0,-73.989073,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-22T00:00:00.000,10:15 AM,0,GC4,0,0.0,13.54,24.2,0.702,0.0,0,0.0,0.0,4.4,1.1,96,1100,0.0,0.0,0.081,0.19,0.0,6.97,0.0,0.0,0.0,0.0,0.0,21.77,0.0,23.28,0.0,3.567,0,1.663,0.0,5.0,3.67,0.302,Permanent,Dry,0,0,0.0,0.0,GC4,Carroll Street Bridge,-73.989073,40.678034
167,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,7.25,24.8,6.0,0.0,0.0,21.25,0.0,16.69,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,1.9,1.3,0.0,0.0,0.0,0.0,1994-06-27T00:00:00.000,9:56 AM,0,H4,0,3.0,19.0,0.5,0.49,0.0,2200,0.0,3.54,0.0,0.0,0,200,0.0,0.0,0.37,0.11,0.0,7.35,24.02,1.0,0.0,0.0,0.0,0.0,21.73,0.0,15.97,0.0,3000,0.0,0.0,12.0,0.0,0.17,Permanent,unknown,0,0,4.53,4.56,,,,
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,25.55,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.0,0.0,0.0,0.0,0.0,0.0,1967-06-12T00:00:00.000,9:37 AM,0,H4,0,0.0,20.0,0.0,0.0,0.0,330,0.0,0.0,0.0,0.0,0,0,4.0,0.0,0.0,0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,490,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,4.6,4.8,,,,
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SW,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.0,0.0,0.0,0.0,0.0,0.0,1965-08-23T00:00:00.000,9:20 AM,0,H4,0,0.0,20.0,0.0,0.0,0.0,230,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0.0,0.0,24.15,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,330,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.2,0.8,,,,
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,21.35,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.0,0.0,0.0,0.0,0.0,0.0,1942-07-21T00:00:00.000,0,0,H4,0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.12,0.96,,,,
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,7.52,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,1.2,1.9,0.0,0.0,0.0,0.0,1994-08-25T00:00:00.000,10:38 AM,0,H4,0,2.5,21.0,1.6,0.33,0.0,1700,0.0,0.0,0.0,0.0,0,593,0.0,0.0,0.54,0.13,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.0,0.0,7.0,0.0,0.2,Permanent,unknown,0,0,4.1,4.23,,,,
172,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,23.1,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.0,0.0,0.0,0.0,0.0,0.0,1946-08-14T00:00:00.000,10:05 AM,0,H4,0,0.0,20.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0,3.5,0.0,23.1,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,0.7,0.9,,,,
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.0,0.0,0.0,0.0,0.0,0.0,1936-07-10T00:00:00.000,12:15 PM,0,H4,0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,23.45,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,0.0,0.21,,,,
174,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.56,0.0,23.45,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.0,0.0,0.0,0.0,0.0,0.0,1952-07-23T00:00:00.000,1:50 PM,0,H4,0,0.0,20.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,1.14,0.0,22.4,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.3,1.2,,,,
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.85,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.0,0.0,0.0,0.0,0.0,0.0,1921-08-09T00:00:00.000,10:50 AM,0,H4,0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,24.85,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.23,0.31,,,,
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,4.7,4.6,0.0,0.0,0.0,0.0,1972-06-07T00:00:00.000,#N/A,0,H4,0,0.0,0.0,0.0,0.0,0.0,70000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,43000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,3.5,4.9,,,,
177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.51,0.0,25.2,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.0,0.0,0.0,0.0,0.0,0.0,1939-09-06T00:00:00.000,0,0,H4,0,0.0,20.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0,0.35,0.0,25.2,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.95,1.35,,,,
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.9,0.6,0.0,0.0,0.0,0.0,1980-08-04T00:00:00.000,10:56 AM,0,H4,0,0.0,0.0,0.0,0.0,0.0,23000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,27.6,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,7800,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.9,2.2,,,,
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.9,0.6,0.0,0.0,0.0,0.0,1980-08-04T00:00:00.000,10:56 AM,0,H4,0,0.0,0.0,0.0,0.0,0.0,23000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,27.6,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,7800,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.9,2.2,,,,
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.15,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.0,0.0,0.0,0.0,0.0,0.0,1960-06-06T00:00:00.000,10:00 AM,0,H4,0,0.0,20.0,0.0,0.0,0.0,460,0.0,0.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0.0,0.0,22.75,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0,0.0,240,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,2.9,2.8,,,,
181,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,7.47,16.79,22.96,0.0,0.0,16.66,0.0,11.66,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,S,0,0,0,0,0,0,40.803613,41.08,36.04,-73.929168,0.0,0.0,0.0,0.0,0.0,77.21,1998-06-10T00:00:00.000,11:54 PM,0,H4,1,2.5,24.0,5.8,0.209,0.0,0,0.0,2.16,0.0,0.0,0,46,0.0,0.0,0.378,0,0.0,7.46,15.68,3.28,0.0,8.9,10.21,0.0,16.81,0.0,10.79,1.76,0,0.85,0.0,26.0,0.0,0.145,Permanent,unknown,N,2,6.71,6.85,,,,
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.9,0.9,0.0,0.0,0.0,0.0,1980-09-02T00:00:00.000,10:58 AM,0,H4,0,0.0,0.0,0.0,0.0,0.0,17000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,33000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,2.4,2.5,,,,
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.9,0.9,0.0,0.0,0.0,0.0,1980-09-02T00:00:00.000,10:58 AM,0,H4,0,0.0,0.0,0.0,0.0,0.0,17000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,33000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,2.4,2.5,,,,
184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.0,25.2,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.803613,0.0,0.0,-73.929168,0.0,0.0,0.0,0.0,0.0,0.0,1948-08-17T00:00:00.000,11:22 AM,0,H4,0,0.0,20.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0,0.7,0.0,24.5,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.5,1.2,,,,
